CustomerId;SalesThisYear;SalesLastYear;SalesPeriodThisYear;SalesPeriodLastYear;QuantityThisYear;QuantityLastYear;QuantityPeriodThisYear;QuantityPeriodLastYear;LastChanged
2871;59911,78;121214,42;0;0;94;153;0;0;2019-12-04
87;59751,86;336967,1;544,86;0;59;200;1;0;2019-01-14
4072;59575,62;70771,60;4141,84;0;107;111;8;0;2019-08-21
3354;59449,11;94345,25;2088,11;0;127;160;9;0;2019-07-16
1757;59143,71;177991,21;18857,84;36668,10;53;187;12;24;2019-05-13
3083;59103,24;102932,52;1293,6;6153;139;205;4;16;2019-08-26
2523;59021,20;48938,87;1743,6;0;105;92;4;0;2019-12-05
2460;59000,36;240393,35;6626,94;14505,24;88;325;8;16;2019-07-23
3839;58957,9;38819,52;6760;1126,2;144;72;36;4;2019-12-02
2289;58926,46;69632,52;6934,96;5128;122;149;15;4;2019-06-16
4358;58894,72;0;0;0;127;0;0;0;2019-10-15
2485;58739,13;47493,96;12439,61;5091,98;100;87;16;9;2019-02-11
3202;58729,71;113189,2;2429,2;16801,6;63;126;4;18;2019-06-18
1768;58709,18;384935,80;-1249,5;11321,74;88;442;3;24;2019-10-14
3179;58431,58;94333,60;0;5922,60;83;183;0;7;2019-08-12
287;58358,62;110213,57;5493,16;483,04;151;208;13;1;2019-08-13
1423;58341,26;173732,89;11830,0;10526,33;397;691;19;7;2019-09-06
1386;58251,36;110602,58;0;0;100;178;0;0;2019-06-17
4160;58189,14;73348,00;0;0;90;81;0;0;2019-12-10
2577;58138,48;11578,49;20102,52;0;48;23;16;0;2019-07-08
3824;58105,34;198160,83;520;10664;82;295;8;4;2019-10-09
1725;57989,95;133837,78;7016,9;9651,78;115;224;13;26;2019-10-24
3211;57802,92;101146,80;0;12953,84;84;172;0;23;2019-11-20
2087;57799,39;114421,85;1711,08;18864;139;232;1;44;2019-10-07
3781;57524,16;131477,21;25503,24;215,27;46;148;21;5;2019-11-20
1236;57518,5;1085;0;0;59;2;0;0;2019-09-12
1927;57509,82;36511,90;10798,36;0;54;35;12;0;2019-07-12
3755;57464,03;107149,83;6819,78;0;77;174;10;0;2019-08-26
3501;57389,95;298875,25;5500;0;82;630;1;0;2019-09-30
3359;57230,06;179923,61;5390,64;14149,52;74;216;9;15;2019-10-07
1877;57218,43;120865,66;6767,5;26395,9;64;166;12;43;2019-08-16
820;57198,00;574461,11;0;5533,2;52;783;0;6;2019-09-25
3877;57084,40;152484,64;9425,2;8812,88;60;167;13;6;2019-10-14
413;57024,18;83704,32;4016,5;8550,32;113;160;5;15;2019-03-12
4221;56969,64;24755,66;12392,24;0;133;52;24;0;2019-08-07
2980;56925,56;98414,85;0;6858,72;86;211;0;12;2019-10-07
2352;56803,7;96176,28;0;10228;185;314;0;35;2019-11-18
3309;56652,40;78758,83;6749,86;0;49;79;6;0;2019-10-25
2754;56529,56;55461,32;2926;1613,12;81;74;4;2;2019-03-29
4028;56422,74;49944,76;9402,38;1014,8;118;83;16;2;2019-04-30
2314;56342,16;33372,50;3360;0;104;67;7;0;2019-11-06
3806;56216,71;161490,84;0;0;82;350;0;0;2019-11-20
1401;55961,58;123127,84;5104;13331,3;47;106;4;11;2019-09-30
3410;55777,38;102528,60;1149,45;16087,04;95;188;1;25;2019-06-11
2379;55722,70;472103,23;5383,6;53568,24;88;834;12;45;2019-10-30
3023;55309,80;262154,66;0;12896,48;41;192;0;8;2019-08-05
3036;55273,40;90879,04;18839,70;11671,46;68;82;23;14;2019-07-10
2525;55264,48;64110,59;0;1665,5;58;113;0;3;2019-06-17
2296;55136,17;48889,10;3036;0;57;60;5;0;2019-12-12
3337;54567,35;82851,28;2818;12297,32;121;287;8;45;2018-10-16
3659;54189,01;225602,47;6553,22;14315;92;400;9;22;2019-12-11
1977;54152,12;101407,24;0;0;69;294;0;0;2019-12-06
4197;53956,60;74329,52;0;0;39;82;0;0;2019-10-29
1601;53922,95;147350,45;0;1878,8;73;244;0;4;2019-03-11
1594;53869,68;122998,66;1177;0;76;181;2;0;2019-06-24
3452;53862,96;153355,82;0;0;128;291;0;0;2019-11-28
1690;53825,95;69681,99;1167,19;2604;56;114;1;4;2019-11-15
3848;53789,98;107935,81;10508,84;11848,62;80;150;13;18;2019-03-06
3927;53767,86;56463,38;1624;0;80;69;4;0;2019-12-18
3154;53757,20;26008,6;28153,14;0;72;44;43;0;2019-10-10
3674;53594,76;90806,18;0;1754;105;202;0;4;2019-10-14
2908;53572,34;91911,02;0;0;85;73;0;0;2019-11-14
3612;53453,80;144511,16;2227,08;4712,92;322;455;22;35;2019-06-25
3198;53156,78;79591,78;14022,36;3116,04;54;135;19;5;2019-10-10
1737;52914,10;46102,66;4595,36;3465;36;72;6;4;2019-10-31
1015;52780,86;99429,38;12755,16;7169,54;71;227;12;11;2019-06-27
3280;52779,60;79013,45;5700,4;4974,0;106;138;5;9;2019-09-25
1335;52761,32;195859,50;558,62;6318,54;56;326;1;13;2019-08-12
1311;52603,80;206876,56;8520,54;16766,16;113;366;15;23;2019-10-21
3056;52593,02;52543,66;1250;3425,8;87;90;2;10;2019-10-21
1824;52577,74;63063,60;0;847;74;96;0;2;2019-09-25
2840;52430,11;184700,98;0;0;60;225;0;0;2019-08-29
4424;52365,28;0;0;0;117;0;0;0;2019-10-24
1420;52252,85;40755,02;12610;0;41;37;8;0;2019-11-25
1948;52178,62;397524,0;0;0;77;673;0;0;2019-12-16
1765;52140,18;103237,12;10429;12400,84;63;138;19;12;2019-08-06
4121;51901,8;75655,86;657;5099,2;114;144;2;8;2019-08-26
175;51894,72;143244,68;0;3798,4;83;216;0;8;2019-11-28
2461;51693,83;177715,78;3188,43;0;59;328;1;0;2019-12-03
1705;51514,42;51564,78;8000,64;5759;48;51;6;9;2019-08-20
1356;51479,98;70730,08;8716,5;1405,5;127;155;27;4;2019-08-15
1654;51382,89;104304,42;5393,4;0;111;225;12;0;2019-09-22
2599;51244,72;233308,55;8344,72;11313,00;25;178;4;14;2019-12-16
1457;51196,70;123958,32;5454,8;6454,2;109;200;8;8;2019-10-28
2202;51132,54;141524,99;0;0;120;299;0;0;2019-12-02
1288;51003,69;207443,94;2230,45;6553,92;44;234;1;8;2019-11-21
3942;50995,36;66776,68;0;6719,28;109;111;0;8;2019-10-02
792;50950,78;204790,90;0;-17935,96;57;244;0;0;2019-04-09
2878;50831,91;41469,71;-1037,43;-61,17;44;33;3;3;2019-10-25
3784;50827,20;410800,91;0;1966;116;932;0;1;2019-10-30
2396;50747,58;226324,26;7116,82;4937,5;80;190;4;14;2019-06-04
4255;50471,86;18402,52;0;0;113;38;0;0;2019-10-15
4393;50466,92;0;4506,2;0;93;0;4;0;2019-08-13
1804;50339,69;104328,86;-1025,66;3495,13;78;150;3;11;2019-07-04
4350;50318,96;0;3534,92;0;141;0;8;0;2019-10-15
4052;50307,05;72785,60;5144,41;6838,6;78;123;6;8;2019-08-19
1296;50264,23;67421,74;0;0;42;42;0;0;2019-09-18
3094;50224,12;42650,14;28866,96;4171,33;49;43;20;4;2019-11-14
2555;50212,50;54454,14;7410,6;7538,4;79;190;12;32;2019-12-13
1808;50084,36;61835,48;3404,77;7778,37;61;83;14;9;2019-03-19
3808;50007,29;106531,80;1602,69;0;40;88;3;0;2019-10-31
1526;49876,80;172578,28;0;14687,58;85;241;0;18;2019-08-09
2035;49866,04;56022,52;0;2748;84;117;0;11;2019-06-16
3709;49814,86;199059,25;10551,22;17266,76;52;337;8;28;2019-09-30
4177;49814,42;56151,26;0;0;116;102;0;0;2019-08-19
2834;49690;27382,4;0;0;110;31;0;0;2019-09-25
3088;49466,96;131292,36;0;3885;100;226;0;7;2019-10-22
2038;49437,95;198625,11;7164,8;19704,00;51;270;20;32;2019-09-09
1451;49420,45;129860,01;13539;12812,64;56;156;9;11;2019-07-03
3873;49337,24;119929,39;4593;0;82;174;8;0;2019-06-13
2810;49336,35;136900,24;0;3293,06;71;204;0;8;2019-10-24
3894;49268,16;55032,64;3311,6;0;92;88;8;0;2019-10-18
3398;49132,44;204506,12;11921,6;4986,6;79;329;9;11;2019-07-09
2384;49007,41;156611,58;9617,52;17397,00;51;180;6;13;2019-11-07
4128;48970,45;56636,84;3780,96;12688,44;99;110;6;21;2019-06-25
1884;48780,48;54173,60;4903,4;0;108;104;11;0;2019-07-23
2015;48773,08;109452,96;0;0;77;190;0;0;2019-11-27
2160;48521,30;71044,51;10719,08;5614;77;141;14;4;2019-10-14
1776;48389,80;107891,16;4141;2365;92;167;6;10;2019-05-08
4159;48282,02;51813,48;7017,32;0;62;50;8;0;2019-06-24
2975;48206,49;97469,13;1801,7;0;69;86;2;0;2019-07-02
2068;48112,72;54781,42;7386,6;5970,86;95;126;13;10;2019-08-26
2225;47965,56;60828,79;0;9245,12;106;125;0;24;2019-08-22
3327;47885,36;59503,74;8146,0;9099,6;100;129;18;20;2019-10-14
3384;47830,22;129475,38;195;0;23;89;1;0;2019-11-05
3775;47670,91;192707,11;6018;5644;83;335;8;4;2019-08-07
4051;47572,44;45994;4970,44;0;83;94;4;0;2019-10-31
4214;47518,32;11063,72;771,1;0;60;23;2;0;2019-10-07
2645;47402,71;89702,87;7911,2;0;39;57;8;0;2019-10-17
3663;47344,68;105388,84;0;0;120;561;0;0;2019-09-09
2316;47328,25;85433,94;441;3824,2;53;79;1;4;2019-08-30
3917;47267,38;109711,20;0;4608,96;78;185;0;8;2019-09-23
4153;47258,88;26962,4;7491,56;0;86;47;10;0;2019-06-11
1679;47226,8;114856,54;3090,6;9381,44;100;256;8;24;2019-06-17
3479;47062,96;30759,9;26744,2;0;26;19;10;0;2019-10-14
3949;46907,46;73631,34;10657,16;7061,01;97;124;23;12;2019-08-09
3963;46894,72;49739,70;1964;0;69;84;4;0;2019-02-11
2279;46865,51;22793,28;2002,8;0;45;33;2;0;2019-08-29
2866;46774,50;99938,79;9734,5;4852;109;173;15;4;2019-10-22
1454;46676,02;74524,20;5110;0;69;117;8;0;2019-09-23
4119;46670,44;40815,68;0;11844;120;108;0;24;2019-11-24
1997;46640,86;244767,68;5248,58;11507,2;39;323;4;22;2019-10-09
2794;46587,44;67338,58;4025,24;0;109;134;8;0;2019-04-09
1925;46370,50;274438,96;3374;24602,61;112;363;4;33;2019-11-28
11;46349,98;57383,03;1674;6999,63;69;102;6;3;2019-10-15
3634;46340;124024;18800;0;20;52;8;0;2019-09-24
2927;46309,65;54503,99;3856,6;-1834,44;38;41;4;0;2019-08-15
2600;46308,00;64313,68;8436;3628,72;77;150;8;8;2019-07-31
4077;46287,22;39978,36;0;2956,8;109;60;20;8;2019-11-08
3074;46273,38;28801,24;15139,58;14444,7;67;40;26;22;2019-10-01
1633;46272,10;67229,98;0;8926;55;105;0;18;2019-12-02
4144;46255,82;77413,04;1240,34;27720;122;136;2;70;2019-08-12
3702;46241,8;691;1452,2;0;103;5;2;0;2019-12-06
3047;46188,70;73929,27;14089,84;0;70;106;23;0;2019-06-19
1998;46172,48;75036,06;0;0;76;128;0;0;2019-04-30
2828;46080;0;0;0;14;0;0;0;2019-11-21
2779;46002,21;41276,63;0;0;48;57;0;0;2019-11-05
4372;45975,30;0;0;0;80;0;0;0;2019-08-14
4161;45805,16;46465,56;4383,2;0;83;77;8;0;2019-07-17
4102;45720,4;75650,56;1862,9;24802;97;138;2;36;2019-10-01
4206;45640,72;44079,24;1925,6;0;108;66;4;0;2019-09-30
1504;45438,58;77190,08;4881,2;4465,96;91;178;10;10;2019-10-15
4012;45091,00;107121,08;7951;6648,5;137;309;24;55;2019-09-18
3960;45027,24;42836,40;0;0;57;91;0;0;2019-12-06
3871;44812,06;17028,50;0;3880,02;34;15;0;3;2019-11-14
1581;44589,66;187896,15;0;16864,16;76;306;0;30;2019-09-09
1876;44565,08;26735,8;2776,8;1950;62;47;8;1;2019-12-17
2437;44420,74;288319,58;0;9668,6;76;516;0;6;2019-11-13
2006;44417,12;94020,52;5888,34;21861;42;92;2;18;2019-08-07
3844;44353,47;43185,82;3124;1374,61;27;24;4;1;2019-02-27
1429;44347,92;57180,79;970,12;10230,91;52;61;2;8;2019-07-02
4302;44221,85;0;6571,75;0;61;0;9;0;2019-12-02
3605;44217,86;106919,38;14272,25;12325,45;43;93;14;8;2019-01-16
1583;44203,28;67200,38;-922,23;-584,15;63;82;3;3;2019-08-02
2123;44085,54;110703,98;2258,66;1260,23;53;112;2;2;2019-12-05
4337;44025,67;0;1920,49;0;31;0;1;0;2019-09-30
4354;43952,44;0;9210,4;0;73;0;18;0;2019-08-14
3858;43934,12;68112,18;0;0;66;104;0;0;2018-12-19
4290;43886,83;0;12224,76;0;30;0;6;0;2019-09-13
1154;43800,25;138110,82;0;0;95;422;0;0;2019-08-12
1750;43635,76;93274,56;4612,22;12809,05;55;100;4;13;2019-10-16
1920;43518,01;125936,06;952;21591,2;84;285;2;52;2019-11-06
3209;43474,14;34091,01;0;0;88;59;0;0;2019-09-26
4080;43431,34;61783,38;657,25;1496,6;61;120;1;6;2019-11-06
4146;43325,54;40404,16;5217,8;5010;77;68;13;5;2019-10-11
1849;43071,90;40219,32;11904;0;60;56;22;0;2019-10-21
3376;42911,48;124511,42;4805;0;42;78;6;0;2019-10-21
2819;42891,74;67207,08;0;6116,88;56;90;0;4;2018-12-13
3607;42646,40;44185,35;1754;0;67;47;4;0;2019-08-13
3162;42430,12;24680,6;1300;3325,6;98;44;8;4;2019-05-07
4180;42364,16;18581,80;0;0;52;33;0;0;2019-08-28
3381;42334,92;157521,07;8246;13474,50;40;123;6;9;2019-10-07
4348;42329,46;0;11956,48;0;70;0;15;0;2019-10-17
344;42280,20;61771,97;5567,93;4217,46;87;50;5;2;2019-08-08
1263;42246,18;0;42246,18;0;34;0;34;0;2019-07-30
4158;42025,80;10017,92;2054;0;64;21;4;0;2019-07-09
2622;41949,50;78071,98;2288,09;2147,84;25;58;1;2;2019-07-23
4363;41904,85;0;2036,46;0;69;0;2;0;2019-05-14
456;41799,4;109006,82;0;7451,20;82;170;0;15;2019-08-16
3435;41704,44;233744,90;3707,12;22152,88;86;452;8;38;2019-08-12
3193;41636,30;189700,52;0;11559,68;30;179;0;10;2019-06-24
2121;41542,42;92950,50;0;32341,6;33;85;0;26;2019-09-02
4239;41509,76;5074;0;0;114;8;0;0;2019-09-23
3993;41495,64;44059,33;4049,4;0;63;55;11;0;2019-05-27
1181;41459,28;80302,48;-845,85;807,3;50;104;3;7;2019-10-23
4098;41369,48;42575,84;4639;7918,2;117;122;9;25;2019-08-07
4260;41366,86;1364;0;0;70;4;0;0;2019-08-19
1882;41255,25;9814;1754;1914;41;28;4;4;2019-07-10
3766;41084,52;130240,60;3332;7642,84;40;128;2;10;2019-11-04
2509;41054,22;19627,2;0;1655,2;72;52;0;4;2019-08-12
2444;40990,46;32676,00;18143,88;5399;69;48;25;2;2019-10-21
2569;40962,30;100870,96;1179,75;1618;54;134;1;2;2019-10-21
1455;40952,40;6709,8;4245,44;0;47;4;2;0;2019-04-09
2181;40802,58;96240,77;0;962,8;44;106;0;2;2019-08-29
1926;40756,92;38539,96;0;0;45;37;0;0;2019-10-04
1751;40592,75;191269,31;-843,04;26382,35;38;156;3;22;2019-07-05
3013;40569,37;64061,99;403,5;2164,04;40;49;1;1;2019-11-27
1959;40546,43;96530,14;10910,15;10311,78;39;141;7;13;2019-10-21
1653;40525,66;198211,09;591;1594,28;38;227;1;2;2019-09-11
4231;40437,88;0;1109;0;58;0;3;0;2019-08-13
3619;40280,52;116393,61;0;2039,52;73;223;0;5;2019-11-21
4361;40203,49;0;0;0;37;0;0;0;2019-04-22
4397;40203,08;0;4399,84;0;76;0;12;0;2019-09-02
3395;40147,00;580952,79;1989,38;14178,90;35;916;4;10;2019-12-13
4193;40104,16;499,36;0;0;21;1;0;0;2019-04-09
1499;39974,63;111732,40;0;0;84;159;0;0;2019-09-09
3703;39859,14;152824,80;3456;6616;126;335;13;17;2019-12-06
1492;39720,56;29369,80;1262;758,96;92;62;10;2;2019-07-26
3400;39700,28;31232,4;0;0;27;45;0;0;2019-10-16
1890;39676,26;66954,52;3497,08;0;66;97;4;0;2019-11-26
3908;39519,13;79909,03;9640,88;6070,72;32;56;5;4;2019-11-05
3107;39515,54;103108,49;0;2329,4;79;182;0;5;2019-08-15
1908;39472,14;64374,97;9102,32;12873,23;48;51;4;8;2017-01-22
3299;39320;179990;0;31200;20;127;0;16;2019-08-30
2892;39267,9;28776,28;0;0;48;32;0;0;2019-08-29
3817;39143,26;133072,74;3554;0;47;192;4;0;2019-10-31
4015;39137,3;52510,50;1589,8;6612,6;81;74;3;9;2019-08-14
1852;39059,41;109499,10;6600,82;2099,7;59;154;9;2;2019-07-02
2578;39046,77;72972,75;3771;0;78;130;8;0;2019-08-20
1966;38917,72;29736,96;0;0;20;12;0;0;2019-12-12
3208;38901,06;21178,76;0;4448,88;52;32;0;4;2019-06-28
2377;38890,06;19673,68;4411,92;0;64;34;8;0;2019-06-24
3984;38802,28;48645,18;0;0;55;60;0;0;2019-10-04
691;38746,8;14766,32;0;0;49;32;0;0;2019-09-18
3500;38684,32;52607,39;6894;0;45;59;8;0;2019-11-26
3278;38561,96;92647,43;0;14645,88;26;79;0;9;2019-12-03
3032;38519,92;175569,52;0;11719,58;36;148;0;10;2019-11-05
3886;38514,45;91301,21;0;19280,40;49;93;0;14;2019-04-25
2339;38235,40;96985,55;5207,68;0;57;159;4;0;2019-11-28
1465;38225,86;140889,93;4818;25477,22;130;253;8;20;2019-11-07
1900;38205,80;137190,76;0;0;30;113;0;0;2019-12-01
3599;38148,31;53410,00;0;2386;51;106;0;4;2019-06-05
3331;38106,74;71248,42;0;0;84;183;0;0;2019-10-13
291;38078,14;76738,82;0;1220;89;208;0;5;2019-11-26
1862;38017,36;29612,76;0;0;73;49;0;0;2019-07-02
3862;37967,32;49745,28;2360,8;0;78;93;7;0;2019-09-09
1662;37960,84;46686,64;0;2389,2;55;136;0;6;2019-09-25
733;37925,76;110271,39;1954,3;1030;52;136;2;2;2019-01-24
3935;37895,76;28841,2;2444;0;36;24;4;0;2019-06-07
4213;37854,18;53131,44;0;0;46;29;0;0;2019-12-02
4370;37795,12;0;1180;0;40;0;2;0;2019-07-09
2740;37695,53;214116,50;2036,8;1354,11;33;192;4;2;2019-10-08
2641;37414,20;68341,70;15117,08;3752,96;58;117;13;2;2019-03-27
3635;36853,86;70107,92;2537,6;7772,16;30;110;2;8;2019-08-06
3271;36707,66;77404,88;0;7962,2;80;95;0;8;2019-10-03
4200;36679,52;51136,32;0;0;81;115;0;0;2019-11-04
3841;36260,6;231753,75;0;29895,68;22;236;0;28;2019-05-21
1555;36251,24;28843,78;5273,56;0;36;41;2;0;2019-08-29
1673;36028,62;47969,41;8470,72;4641,28;68;59;9;4;2019-10-07
4232;35983,12;0;2106,8;0;74;0;2;0;2019-08-12
4268;35912,78;5059,52;5352,16;0;73;10;6;0;2019-12-04
4151;35886;85075,5;0;0;129;350;0;0;2019-12-17
4407;35630;0;0;0;74;0;0;0;2019-11-27
2195;35585,47;37122,70;8408,65;2537,61;43;88;10;9;2019-12-18
1522;35582,88;81365,66;2665,6;0;91;146;8;0;2019-09-18
3809;35573,61;244775,34;0;4105,56;64;410;0;5;2019-10-31
4235;35500,26;18104,38;2037,08;0;67;54;2;0;2019-08-07
2350;35337,20;336663,19;0;29962,46;61;542;0;48;2019-08-16
2450;35283,33;90432,00;0;6327,0;37;135;0;13;2019-03-07
2107;35279,40;158962,85;0;977;36;157;0;2;2019-03-29
4029;35263,46;77815,83;0;0;51;108;0;0;2018-09-12
4081;35163,34;86208,25;0;10865,2;49;119;0;12;2019-08-26
1996;35054,42;133977,80;1975,96;0;49;189;4;0;2019-10-09
3363;34940,26;33014,12;12892,3;15258;36;29;10;12;2019-07-16
3881;34884,38;50700,34;2853;3819,16;58;66;2;4;2019-07-30
2670;34873,52;43728;0;19600;61;88;0;40;2019-04-16
4341;34848,8;0;10200;0;68;0;20;0;2019-07-04
2358;34736,8;47379,96;3795;0;72;95;8;0;2019-10-11
1339;34636,40;55205,29;0;0;100;111;0;0;2019-09-26
2357;34377,32;78678,40;4800,2;0;45;121;9;0;2019-08-20
4297;34327,52;0;0;0;55;0;0;0;2019-11-06
2233;34157,86;42314,48;0;0;77;81;0;0;2019-10-21
4011;34144,20;23736,8;4535;1500,4;56;54;10;4;2019-12-15
4287;33953,37;0;0;0;35;0;0;0;2019-10-12
4117;33934,48;58623,48;0;0;48;84;0;0;2019-04-30
2861;33863,2;157544,84;0;8135,38;95;362;0;14;2019-08-07
4110;33835,06;74070,13;0;16530,52;46;84;0;14;2019-12-13
3967;33528,12;78440,96;6019,12;0;58;100;8;0;2019-08-13
3722;33432,24;49030,50;0;0;44;74;0;0;2019-06-19
2326;33404,48;30626,96;4476;0;30;28;6;0;2019-08-27
3277;33369,42;30762,86;6243;205;130;94;40;5;2019-10-14
1303;33368,98;21862,4;4146,88;3654,2;110;68;9;28;2019-10-04
2914;33354,64;22535,78;3153,96;0;54;49;6;0;2019-11-13
3102;33116,82;91989,6;0;11174,2;17;68;0;8;2019-10-14
2214;32984,55;70759,60;0;2639,1;61;135;0;6;2019-10-02
3994;32878,02;65643,17;0;0;32;66;0;0;2019-04-15
3505;32813,2;7220,88;0;0;18;8;0;0;2019-08-29
1394;32805,02;48298,8;1018,4;0;25;42;2;0;2019-10-24
763;32720,55;144932,90;0;4604,38;57;289;0;13;2019-08-22
3954;32698,28;64445,36;602,96;2112,56;36;104;2;6;2019-05-08
3386;32653,56;85667,69;0;3358;68;125;0;4;2019-08-14
1604;32605,44;17992,40;4665,88;0;63;37;4;0;2019-05-14
3677;32500,64;93790,18;0;9010,96;47;135;0;10;2019-08-30
1985;32458,38;0;1451,4;0;40;0;2;0;2019-08-08
3293;32335,36;65911,24;0;0;58;142;0;0;2019-06-28
2206;32318,19;98334,85;6738,47;6965,62;31;166;5;18;2019-10-01
4335;32211,70;0;0;0;66;0;0;0;2019-10-09
2882;31986,1;85872,60;0;7490,3;68;172;0;18;2019-09-19
2595;31918,86;41463,84;0;0;50;108;0;0;2019-06-07
3296;31878,66;99486,39;8721,9;3115,72;43;170;6;4;2019-09-06
3045;31780,34;56605,14;0;11621,94;37;79;0;23;2019-08-01
3692;31498,31;52650,76;826,34;0;66;106;1;0;2019-06-17
2749;31363,86;146790,60;0;8913,76;24;226;0;16;2019-02-07
4040;31343,88;16512,05;7633,44;4013,32;31;15;4;2;2019-07-30
4143;31337,48;41115,20;14105,1;0;24;39;13;0;2019-10-07
2554;31295,02;72714,26;2021,1;3958,44;35;96;5;5;2019-07-02
2793;31282,58;73680,80;1960,2;0;65;150;4;0;2019-11-08
1727;31219,62;173687,39;0;5557,54;46;79;0;6;2019-11-05
4275;31202,46;0;0;0;38;0;0;0;2019-08-28
1020;31125,05;55481,45;0;12624,75;20;36;0;3;2019-08-05
3629;31120,84;89020,20;1932;1150;62;170;2;3;2019-05-08
3475;31061,50;66880,14;0;2662;20;50;0;4;2019-03-13
3392;31061,0;58074,26;13853,4;20522,96;57;108;23;30;2019-10-23
4170;30748;65616;0;0;42;22;0;0;2019-12-03
1580;30731,42;65091,30;0;0;63;108;0;0;2019-07-28
4440;30658,48;0;6638,48;0;68;0;4;0;2019-09-12
1193;30633,64;60680,91;0;0;50;66;0;0;2019-09-10
3924;30600;9800;0;9800;60;20;0;20;2019-09-17
4324;30452,2;0;2943,2;0;31;0;4;0;2019-04-24
3422;30374,20;126169,36;0;20447,84;76;280;0;26;2019-10-02
4101;30357,42;50420,80;3569,6;4385,6;59;111;6;10;2019-11-28
4230;30338,08;49545,36;0;0;59;98;0;0;2019-08-09
4137;30303,93;33289,14;0;3216,2;48;55;0;2;2019-03-19
1903;30303,32;64131,92;9980,66;0;72;120;29;0;2019-10-07
2079;30202;136168,90;0;0;62;335;0;0;2019-10-03
2264;30196,40;54350,2;5268;0;62;72;7;0;2019-09-06
3878;30193,70;39906,92;2456;3787,6;59;85;4;10;2019-10-02
4377;29918,8;0;2616;0;53;0;7;0;2019-12-02
2492;29858,42;78161,50;4717,2;8056,17;35;89;12;12;2019-11-21
3368;29826,92;80216,00;0;5123,08;55;154;0;4;2019-08-05
3476;29826,28;55810,56;803,5;9571,51;24;56;1;10;2019-05-07
4388;29724,2;0;0;0;59;0;0;0;2019-11-04
2633;29608,02;74328,34;0;0;61;127;0;0;2019-11-18
1161;29588,64;65641,66;1789,5;1214,6;49;126;2;2;2019-09-23
2907;29552,54;90156,05;0;0;27;68;0;0;2019-10-28
4054;29547,51;77575,13;0;2924,69;27;104;0;5;2019-09-27
1141;29540,16;138507,24;758,3;2218;97;298;2;4;2019-08-09
4289;29441,12;5330;0;0;57;14;0;0;2019-05-27
2655;29400,27;66184,87;0;0;52;115;0;0;2019-06-14
1120;29372,06;102212,80;0;5082,5;14;69;0;2;2018-12-12
3985;29338,24;97444,80;0;10949,55;26;142;0;25;2019-10-10
3943;29260,1;47887,5;2675;2057,5;81;141;6;5;2019-08-09
1752;29253,05;83484,30;1197,31;-299,85;37;82;5;4;2019-10-07
2547;29173,55;176218,93;9787,7;0;40;257;10;0;2019-11-13
855;28862,24;95742,82;0;0;75;160;0;0;2019-03-15
1542;28854,4;106482,94;982;0;18;119;2;0;2019-07-09
3706;28848;49301;28848;0;12;23;12;0;2019-07-02
323;28807,84;93564,99;7321,92;2248;34;98;12;4;2019-10-21
3025;28768,56;16455,24;0;0;27;20;0;0;2019-05-14
3344;28560,40;58503,12;4195,16;0;26;90;3;0;2019-04-02
1695;28540,77;185228,60;4505,4;917;100;336;9;2;2019-07-01
2141;28507,30;87254,34;2244;0;31;72;4;0;2019-11-26
1962;28431,58;94295,95;0;1130;25;109;0;2;2019-02-18
1931;28383,36;84477,39;0;0;19;71;0;0;2019-07-02
3926;28342,48;44166,12;6666,28;0;33;55;9;0;2019-08-20
4336;28193,9;0;0;0;47;0;0;0;2019-10-21
4107;28120,60;35439,42;0;1145,6;59;84;0;4;2019-11-15
4187;28115,72;6150;0;0;67;16;0;0;2019-08-12
1622;28062,75;83599,40;994;6933,2;57;217;2;16;2019-07-15
3606;27994,36;37202,14;6743,10;0;39;51;11;0;2019-10-10
4217;27950,14;50878,46;0;0;43;53;0;0;2019-12-03
2757;27890,96;27441,96;4475,92;380;47;57;8;2;2019-07-03
2065;27856,96;123335,38;0;0;53;288;0;0;2019-09-16
3998;27856,46;30659,64;0;0;19;35;0;0;2019-01-10
3165;27825,34;17778,97;15733,58;0;29;21;15;0;2019-08-13
4345;27786,65;0;6491,82;0;63;0;10;0;2019-10-09
2383;27722,24;56265,64;4683,2;445;58;111;8;1;2019-06-27
2053;27694,86;272502,47;518,5;915,8;54;465;5;2;2019-11-14
4376;27606,00;0;2509,44;0;40;0;4;0;2019-10-09
2258;27577,08;35100,74;0;0;27;60;0;0;2019-07-31
3130;27477,96;93863,36;2762,48;2866,2;42;193;4;4;2019-11-15
2803;27476,92;98274,05;2913,36;8533,88;48;131;6;12;2019-01-21
4165;27419,12;90091,24;0;0;28;94;0;0;2019-05-16
1092;27386,64;27019,83;6628,4;1840,8;39;51;9;5;2019-10-08
2155;27369,70;2508;0;0;46;4;0;0;2019-06-24
1467;27331,64;34339,22;0;0;32;50;0;0;2019-09-29
3855;27321,22;7298,4;4994,4;0;51;19;8;0;2019-09-30
3598;27296,39;61025,16;0;6821,24;57;146;0;17;2019-10-16
3027;27265,65;48391,92;6573,28;0;37;110;10;0;2019-10-04
3405;27232,59;102283,68;509,03;0;80;293;1;0;2019-09-06
4207;27164,96;19101,72;0;0;54;20;0;0;2019-10-15
2388;27134,64;98488,54;0;33442,7;51;71;0;16;2019-08-26
3995;27083,76;92871,26;0;0;29;143;0;0;2019-08-06
4129;27030;0;10200;0;53;0;20;0;2019-07-17
